LS_HE,CD_HE,UC_HE,kegg,over.abundant.health.conf,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD.SRS301865,CD.SRS301866,CD.SRS301867,CD.SRS301868,CD.SRS301869,CD.SRS301870,CD.SRS301871,CD.SRS301872,CD.SRS301873,CD.SRS301874,CD.SRS301875,CD.SRS301876,CD.SRS301877,CD.SRS301878,CD.SRS301879,UC.SRS071964,UC.SRS071970,UC.SRS071978,UC.SRS071981,UC.SRS071982,UC.SRS071988,HE.SRS011061,HE.SRS011084,HE.SRS011134,HE.SRS011239,HE.SRS011271,HE.SRS011302,HE.SRS011405,HE.SRS011452,HE.SRS011529,HE.SRS011586,HE.SRS012273,HE.SRS012902,HE.SRS013158,HE.SRS013215,HE.SRS013687,HE.SRS013951,HE.SRS014235,HE.SRS014923,HE.SRS014979,HE.SRS015065,HE.SRS015217,HE.SRS015578,HE.SRS015663,HE.SRS016018,HE.SRS016095,HE.SRS016335,HE.SRS016495,HE.SRS017103,HE.SRS017433,HE.SRS018427,HE.SRS018656,HE.SRS020328,HE.SRS020869,HE.SRS022713,HE.SRS016585.suspect
0.6472898347345538,0.07598870242110711,-4.4069206760238995,"K00125(formate_dehydrogenase,_beta_subunit)",0.146,0.00020263166156856498,0.00010660632318812199,0.00010087669353293399,0.000105873429364739,0.00012102852723448999,0.000126229652229467,6.5895977613985e-05,3.10607111566249e-05,1.87482671407107e-05,0.000199312722657547,9.69499125978368e-06,1.06650395571354e-05,2.7373628672251102e-05,1.30720585069974e-05,7.801666949504358e-05,7.48906112471241e-06,1.2009820858575e-05,5.7687450368989896e-05,0.000188779217707691,7.96984421722053e-05,9.818573194968951e-05,1.76234529171817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000117479600593723,2.8137971071457696e-05,6.07537472512027e-05,1.33185974121464e-05,1.64563353143954e-06,2.32723616479945e-05,2.5512325597063e-06,2.73895142558225e-05,2.8881895833449603e-05,1.2973333436258699e-05,1.4389669561120099e-05,1.05809038865771e-05,0.000142668969526423,6.825951792821801e-05,6.06109453442581e-06,1.56188595745213e-05,2.84331933382127e-06,2.2945729495551603e-05,4.48884178627695e-05,7.09085776913528e-05,0.000102003243539788,2.5104977561272198e-05,6.06760907280217e-06,8.809553402129221e-06,3.3916352047285304e-05,3.61201974170707e-05,4.21733168342613e-06,1.50355574609026e-05,1.45081476203798e-05,4.68081410705456e-05,2.50228451508763e-05,2.96236349144633e-05,1.73289869426802e-05,0.0,0.0
0.5233141033127995,0.07986478302026935,-5.224043426743342,"K00172(pyruvate_ferredoxin_oxidoreductase,_gamma_subunit)",0.16399999999999998,0.00150598428376513,0.000347432370794145,0.0005293112501215559,0.000815567493938968,0.000294537713971676,0.000525936171410909,0.000246482644011548,0.00011980970662133201,7.86275098450449e-05,0.000401319916153244,0.00014589679010455,0.00018222680348468402,0.00022445349660912,2.51656630830973e-05,0.00023356349529179903,0.000100011446408475,9.39876008697688e-05,0.0008686410246339889,0.00033908130196957405,0.000180532864202963,0.000181277261129892,0.00031492308319221,0.0,0.0,0.0,0.00026869483555524504,0.0,0.00016871579724101298,0.000147001768331892,0.000209501232467385,0.00038480213366986604,0.00022870624172202403,0.000185709606016599,0.000284767853599655,1.0690267887622801e-05,0.0,9.41253460426681e-05,9.69428948718055e-05,0.0010437933181150802,0.0,4.77166876758422e-05,4.21495576661859e-05,0.000174488216948148,0.00106438326902825,0.000472538758752829,0.000277743444596861,0.00022234097555103502,0.00025936892109351,0.000193852151333112,0.000116696617140757,0.00030162427298531,0.00010036173501399399,0.000150604879894218,0.000335880417749341,2.24545097496438e-06,0.00015174630401091398,8.14678607853258e-06,0.0,3.34791398713063e-05,0.000448486374939222,0.000123801125650216,0.0,0.0
1.9230302631068947,1.972323292332666,-2.93096005422129,K00197(carbon-monoxide_dehydrogenase_gamma_subunit),0.016,1.0055772212300698e-05,5.14658319232382e-05,0.000112836216341245,0.000111035451405859,9.56306546859756e-05,6.72295998495595e-05,3.69746774060786e-05,3.49040432758828e-05,1.9608241815339602e-05,0.000284587990251159,4.093247030811121e-05,3.12554274794403e-05,0.00011841980336663001,3.7769428600708205e-05,8.249684685391229e-05,5.2523936473708e-05,1.29416433140372e-05,7.206347466570029e-05,0.00023479228222031602,0.000187005934267353,0.00011479464855062199,0.000208057478819111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0388188508263e-05,0.0,0.0,2.01812607656784e-06,2.69573353124633e-06,0.0,0.0,0.0,1.5012585644947198e-05,3.52397662258331e-05,0.0,0.0,0.0,0.0,1.11374076266526e-06,7.66035401843657e-07,5.69340625600843e-06,9.48566876743686e-07,8.065302298604131e-06,1.20472019013938e-05,1.7764843740010396e-05,5.620122210144809e-07,0.0,2.19900054411325e-06,3.55667608774716e-07,1.96133251132166e-06,6.67512655007411e-07,6.728560931630529e-07,2.35125125562909e-05,8.05918586882049e-06,5.99245631618542e-06,2.92834756270028e-05,0.0,0.0
1.030194295983021,0.5350561724417154,-3.4860032847095126,K00202(formylmethanofuran_dehydrogenase_subunit_C),0.172,9.73235145921879e-05,2.18788211333536e-05,8.91913966516882e-06,2.58270560256228e-05,7.318066124828421e-05,4.54888377975434e-05,3.08859267549685e-05,4.75195641795804e-07,0.0,1.8375707352983603e-05,1.1409957324111599e-05,9.45051247507171e-06,3.3517206345379305e-05,5.93688402459609e-05,3.70817145314926e-06,0.00011075948862831298,0.0,3.28819137718958e-05,0.0,2.4210598061750897e-05,0.0,2.4518842830608996e-06,0.0,0.0,0.0,0.0,5.3823317649866305e-06,9.62874859589514e-07,2.10621265047441e-05,3.2564048109567798e-06,5.35899686861885e-06,3.08387383213417e-06,4.822868886511379e-07,9.24568537707897e-06,0.0,0.0,3.62335870178058e-06,2.75207102118721e-06,8.59884222944099e-06,0.0,0.0,0.0,1.66267506489338e-06,3.9004311931118394e-05,1.4024209538731002e-06,1.84900367536254e-05,2.84204985462678e-05,4.5664675805111e-06,7.67907162051228e-05,0.0,1.10001474337571e-06,0.0,5.1833312962289005e-06,7.60804158196183e-06,1.64553832800092e-05,0.0,0.0,0.0,2.5117012939855202e-06,3.5476872058932505e-06,4.89235313238105e-06,0.0,0.0
0.3010071963195209,0.4330614779715207,-3.220376950518304,K00220(cyclohexadienyl_dehydrogenase),0.284,3.0742435132089803e-06,2.1554755030528702e-06,6.46664401544361e-06,2.51265090968615e-06,3.1248536129977995e-06,1.0005133822100399e-05,7.535318704303551e-06,5.54830509519449e-05,4.9543708884034e-05,0.0,0.0,2.5564933753904e-06,3.43267379579019e-06,0.0,4.33419603140343e-06,4.05302456885533e-06,3.0841955846866e-05,7.96078045351949e-06,0.0,2.1303882852233603e-05,0.0,4.69889260173895e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.366904047244659e-06,8.80691585369655e-07,2.7974677250852298e-06,6.09158699584355e-06,0.0,2.38614641043222e-06,0.0,0.0,7.944399303036059e-07,1.22890341208694e-06,0.0,2.4137948670882396e-05,0.0,9.86217613822638e-06,1.17192990234503e-06,0.0,4.935090368269171e-07,0.0,2.4404452704768104e-05,6.86282377491422e-05,9.38661790564148e-06,3.08049679662206e-06,2.66267662085925e-06,0.00013177209967101002,0.000363895789563597,0.0,0.0,1.49249752804354e-06,4.895774392564791e-06,7.30133343734096e-06,1.4862795872585401e-05,2.9302987547073303e-05,0.0,0.0
0.9020076886877634,0.315288787153087,-2.650096582482582,K00251(3-oxo-5-beta-steroid_4-dehydrogenase),0.348,1.25006973617942e-07,3.16653844516265e-06,5.6399775596297e-06,3.35396659220277e-06,4.675436573866281e-06,1.6060877917988002e-06,3.86132505349161e-06,4.24631111588395e-05,7.22738629949025e-05,0.0,8.30523770840778e-07,1.9973305443651e-06,1.04320194536871e-05,0.0,0.0,0.0,5.13852027651469e-05,0.0,0.0,1.25611486905738e-05,0.0,2.21498353206367e-05,1.2493669451344198e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.0147322043824e-07,0.0,0.0,0.0,4.0079440935850895e-07,0.0,0.0,1.5592904700954202e-06,1.9240576094932e-06,1.05605376696087e-05,0.0,0.0,0.0,0.0,0.0,1.5645912747448e-06,5.67037383766866e-06,1.94509918577278e-06,7.76957354045458e-06,5.189479403686419e-06,3.00400396750051e-06,3.5824776119986504e-06,0.0,7.69488287122002e-06,0.0,0.0,4.2204826328226e-07,2.88153119106217e-06,0.0,2.9779761117143503e-06,4.02093072089855e-06,1.3299114299564698e-06,0.0,3.3258877312987597e-07
0.8373803744672913,0.19480007117489914,-3.8435173600015253,K00282(glycine_dehydrogenase_subunit_1),0.16399999999999998,9.538161836560941e-05,2.7666453979621198e-05,4.51299619062331e-05,3.90080607121651e-05,5.7632546450751e-05,4.85771495911055e-05,3.7302767695144606e-05,3.04732983904047e-05,1.5201338582598301e-05,0.0,1.6459626669222197e-05,1.72184244811903e-05,9.833654505703121e-06,4.2285213759615505e-06,1.88842423862406e-05,6.1997780817224004e-06,1.5201283699211901e-05,7.899218437153871e-05,0.0,0.0,0.0,3.2234435404707e-06,3.30816411583871e-05,0.0,0.0,0.0,0.0,2.18890081744872e-06,2.6710516219366397e-05,3.1182890646874e-05,5.4803482103092104e-05,1.2993958294096e-05,4.17288901175301e-06,6.07713996183876e-06,3.59765865910803e-06,0.0,7.86466504661549e-05,4.41648761767014e-06,1.2670605124534698e-05,6.26979436553311e-06,0.0,0.0,6.0484587178146206e-05,8.67275080344673e-06,5.61320845399016e-06,1.08074153075612e-05,1.09290130906491e-05,4.2901229856043195e-06,2.48755754784446e-06,1.92587963067262e-07,8.540930362290859e-05,3.60886990097936e-05,6.14438580092641e-05,1.28486664189979e-05,2.76989116416672e-06,1.0655363822992699e-05,4.17294871043188e-07,3.91944566020402e-06,3.25481324847314e-06,7.6042594408737e-05,2.6264242139940197e-05,0.0,4.53193510056646e-08
0.7749831196594447,0.1880683571626776,-3.8393921530541752,K00283(glycine_dehydrogenase_subunit_2),0.16399999999999998,9.55992783426603e-05,2.70546196535897e-05,3.8720504418836e-05,3.70570580911031e-05,5.22864872397675e-05,4.22106671979964e-05,3.2951564495335e-05,2.9524065296723402e-05,1.4730640422972501e-05,0.0,1.60532161341797e-05,1.6793278197704097e-05,9.59084822161168e-06,4.58103076498801e-06,1.8263490586969897e-05,5.51388537604623e-06,1.47594727466424e-05,7.74581739223616e-05,0.0,0.0,0.0,3.2845857712549197e-06,9.87333867642459e-05,0.0,0.0,0.0,0.0,7.865352851496919e-06,1.33765687293209e-05,2.6117269156855398e-05,4.4223840447649795e-05,1.24981783525925e-05,4.33001270395045e-06,6.23276102349402e-06,3.69172032618929e-06,0.0,5.58940455397463e-05,1.8015181525048801e-06,1.0149906026069801e-05,6.21051329628832e-06,0.0,0.0,3.9084531288408294e-05,3.4621720119095002e-06,5.07389824110866e-07,1.0404786715914e-05,1.0516692897672099e-05,2.6978477322726004e-06,3.07328935130561e-06,0.0,5.7644176110058996e-05,2.5916693941221398e-05,3.82437758699052e-05,1.09420237189971e-05,1.05053761603272e-06,8.30527462470528e-06,2.2421954964857602e-07,3.88398434665007e-06,4.73312261836462e-06,5.788327229566e-05,2.5492054365284e-05,0.0,0.0
0.15612029394934349,-1.2950803126630557,-4.03027043560429,K00332(NADH_dehydrogenase_I_subunit_C),0.49,1.0212479202309698e-05,2.12989260981762e-05,9.812779681071401e-06,2.19156837869412e-05,5.33341264032498e-05,1.3735814586493199e-05,1.44523590245259e-05,0.0,0.0,0.0,3.42526366521633e-06,8.88880416908019e-06,1.06297305998354e-05,0.0,0.0,1.64440051548299e-06,0.0,0.0,6.418030383970921e-07,4.884583948440761e-07,6.13898985134868e-06,1.17436379633956e-05,0.0,2.18329644840422e-05,0.0,0.0,0.0,9.02521890429835e-06,4.20397711147805e-05,3.0221714532556103e-05,8.633574445607671e-06,5.99369450835082e-05,7.59833487813024e-05,9.286436855196209e-07,3.2037486605892e-05,3.45214393473343e-05,8.199093052405691e-07,4.88669165767384e-06,9.63891472731615e-06,4.2626351796780104e-05,0.0,0.0,2.8681858446746002e-05,2.99215682230956e-06,7.20798862941716e-06,1.0614899352558699e-05,2.8859836298638396e-05,0.0,4.28326853810294e-05,0.0,1.5833185225357698e-05,1.72947416444846e-06,3.3761322210305e-06,4.362491357077581e-06,3.9281894254088704e-07,3.37977467614125e-05,0.0,2.4323560750821103e-05,4.76677805429018e-06,1.75916600114545e-05,2.7478451336492e-05,1.1033984739816699e-05,3.18462951095619e-07
0.6004367683807279,0.37034392405173816,-4.46185714584361,"K00394(adenylylsulfate_reductase,_subunit_A)",0.018000000000000002,8.47643376002917e-06,0.000157695443844275,0.000266271736977563,0.000178478976088999,3.59428003978181e-05,0.000108609156074374,8.94583806640396e-05,6.11831674919359e-05,3.86642428362774e-05,0.00032448597550761697,2.7419916563749102e-05,1.4443679258163299e-05,6.65706013812696e-05,2.38384147702784e-05,0.000134120965016792,1.76167986458198e-05,3.20038474294318e-05,4.8424883781536604e-05,0.000370260167110261,0.000305344082573191,0.000190640013572633,8.007713495140759e-05,0.0,5.91544029907931e-05,0.0,0.0,0.0,6.34728315510613e-06,0.0,2.58973251099951e-05,7.577773101954939e-06,2.6039962905555898e-05,6.25297862422457e-05,2.02555691346714e-05,2.81639328050126e-06,0.0,1.68627976743827e-05,7.8919241076265e-05,6.00209227989048e-05,0.0,6.4492498079703905e-06,0.0,2.2289309764753e-05,0.000102137532368369,0.000152084039530052,0.00016124366539775,0.000145838304604481,0.000147576478968176,0.00020048285416553302,6.56604820189737e-05,7.81628459725198e-05,7.635223837149139e-06,2.64027608003012e-05,2.2201724505110897e-05,1.3162644006676199e-05,2.8371968188446197e-05,1.0825835429060699e-05,5.4402022544096396e-05,7.130982255897759e-05,9.08962905222823e-05,2.9856429229858098e-05,0.0,0.0
