LS_HE,CD_HE,UC_HE,kegg,over.abundant.health.conf,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD.SRS301865,CD.SRS301866,CD.SRS301867,CD.SRS301868,CD.SRS301869,CD.SRS301870,CD.SRS301871,CD.SRS301872,CD.SRS301873,CD.SRS301874,CD.SRS301875,CD.SRS301876,CD.SRS301877,CD.SRS301878,CD.SRS301879,UC.SRS071964,UC.SRS071970,UC.SRS071978,UC.SRS071981,UC.SRS071982,UC.SRS071988,HE.SRS011061,HE.SRS011084,HE.SRS011134,HE.SRS011239,HE.SRS011271,HE.SRS011302,HE.SRS011405,HE.SRS011452,HE.SRS011529,HE.SRS011586,HE.SRS012273,HE.SRS012902,HE.SRS013158,HE.SRS013215,HE.SRS013687,HE.SRS013951,HE.SRS014235,HE.SRS014923,HE.SRS014979,HE.SRS015065,HE.SRS015217,HE.SRS015578,HE.SRS015663,HE.SRS016018,HE.SRS016095,HE.SRS016335,HE.SRS016495,HE.SRS017103,HE.SRS017433,HE.SRS018427,HE.SRS018656,HE.SRS020328,HE.SRS020869,HE.SRS022713,HE.SRS016585.suspect
0.0,0.0,0.0,K00006(glycerol-3-phosphate_dehydrogenase_(NAD+)),0.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3085201442048901e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9004528007958e-06,4.13803262712159e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.35685153448827e-06,7.14273054136471e-08,0.0,0.0,0.0,7.50130159887588e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43263672078628e-07,0.0,0.0,6.68548379541878e-07,0.0,0.0,2.05269560081059e-06,7.48401910302275e-07,0.0,0.0
0.0,0.0,0.0,K00007(D-arabinitol_4-dehydrogenase),0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3551018808672806e-06,4.15918709941937e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.807908071993591e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.116551278257582,0.0,0.0,K00021(hydroxymethylglutaryl-CoA_reductase_(NADPH)),0.546,0.00010904953851384699,1.9198105996572898e-06,9.58645058116514e-07,1.72366177128352e-05,1.23053609493538e-05,3.46462107872092e-05,1.19685177121758e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91223249992516e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95201944724151e-06,1.03809452085496e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4674397165098565,0.0,0.0,K00022(3-hydroxyacyl-CoA_dehydrogenase),0.506,6.970600571393739e-06,0.00014428331428081298,2.76058549006526e-05,9.28271137250475e-06,1.76198270126846e-05,3.3504883901018e-05,7.246465347330791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006094205145279e-06,0.0,0.0,0.0,0.000151378463359148,0.0,0.00018923550419924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83799298797204e-06,0.0,0.0,0.0,0.0,0.0,7.13124748090573e-06,0.000126947410541639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62089981490852e-06,4.3525153862690905e-06,0.0,0.0,0.0,3.23335769978171e-05,6.73957269641821e-06,2.01106367790497e-05,0.0,0.0
3.0063360279552858,0.0,0.0,K00028(malate_dehydrogenase_(decarboxylating)),0.7240000000000001,5.92847762354517e-08,6.06232662810379e-07,9.53858820352126e-07,1.00131935313292e-06,4.3428292168742e-06,0.0,1.03860227941543e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.244513318428571e-06,0.0,0.0,0.0,0.0,0.0,3.82137502541195e-06,1.18150527644243e-05,2.35633612886353e-06,0.0,0.0,0.0,0.0,0.0,9.723696923345301e-07,1.37854726943598e-06,4.833943706566989e-07,0.0,0.0,0.0,0.0,7.16699280615322e-07,0.0,6.297731100752279e-07,1.7439315045840198e-06,4.3824529954756105e-06,1.53662590549506e-06,0.0,2.45344504030928e-06,0.0,0.0,0.0,1.44321493446248e-06,0.0,0.0,0.0,0.0,2.84344232829066e-06,6.04905255720925e-07,0.0,0.0
3.0235806309016238,3.558768505337371,0.0,K00032(phosphogluconate_2-dehydrogenase),0.318,1.4924823761911301e-06,0.0,9.92533972879055e-07,1.86847021656535e-05,7.98483200929395e-07,4.30057632126972e-07,1.17765961815931e-05,8.55002813379067e-06,4.52865595532402e-06,0.0,2.31628258862354e-06,3.5555747493842003e-06,4.61179694939835e-06,4.69792952079699e-05,5.9811630508092e-06,9.08906268814443e-07,4.66058867443187e-06,0.0,0.0,3.25901089830798e-06,0.0,1.5760152011807801e-06,3.137225712224e-05,0.0,4.38265378108823e-05,0.0,0.0,0.0,0.0,3.18047697963599e-06,4.35285072596981e-06,1.42715551686222e-06,0.0,3.5749008204531e-06,0.0,0.0,0.0,2.50689395407169e-06,7.41826218392522e-07,0.0,0.0,0.0,0.0,0.0,2.08961860446302e-06,1.0168602396423799e-06,3.3300626447380902e-06,2.47599567502422e-06,0.0,0.0,2.11336688462119e-06,0.0,0.0,4.99429792262405e-07,0.0,1.32987999224746e-05,0.0,0.0,0.0,9.742306011170089e-06,1.82440822015125e-05,0.0,0.0
0.0,0.0,0.0,K00037(3-alpha-hydroxysteroid_dehydrogenase),0.728,0.0,0.0,0.0,3.78762907130641e-07,0.0,0.0,3.37561351549585e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64444913412764e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.466028956836036,0.0,0.0,K00049(glyoxylate_reductase_(NADP+)),0.484,0.0,0.0,4.57784869375844e-07,1.2401683040354799e-06,8.3645662095284e-07,0.0,2.74231665025659e-07,0.0,0.0,0.0,4.039095432933809e-06,2.11430839341723e-06,2.31484289921831e-06,0.0,1.1394008220047701e-06,1.4051290209915601e-05,0.0,1.96344491954272e-05,0.0,6.7075369417879505e-06,0.0,0.0,0.0,0.0,3.94936837012345e-05,0.0,0.0,0.0,2.66815799674517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24796831770524e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.7624146712531502e-06,9.032361735613159e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84162593948096e-07,0.0,0.0,0.0,1.2589280430415801e-05,0.0,0.0
0.0,0.0,0.0,K00051(malate_dehydrogenase_(NADP+)),0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67526994094429e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4950084091961675,4.331328691301693,0.0,K00054(hydroxymethylglutaryl-CoA_reductase),0.078,1.07106790858006e-05,2.22928225840628e-06,1.20916600861503e-06,1.01185129434012e-05,3.5302973036561896e-06,2.94066634309124e-06,2.2330656941743597e-06,0.00021272334448551298,0.00029616499922509304,4.027218193106479e-06,8.0465620859039e-06,1.33057607884935e-05,1.93083746785425e-05,3.14768767119842e-05,0.00022647810290269703,6.955075077730831e-05,0.00020699105775475702,4.32156976900125e-05,7.55955392000159e-06,1.73002889567026e-05,4.42050452762323e-06,1.73731297923484e-05,0.0,0.0,0.0,0.0,3.4510890077269e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83493596649829e-05,0.0,0.0,3.9735402941525e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.77220221966122e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7278324096662206e-07,0.0,0.0
4.253937227880325,4.280857735814891,0.0,K00055(aryl-alcohol_dehydrogenase),0.28600000000000003,1.79208570409303e-05,9.7645202439844e-06,1.27426862494892e-05,1.43726016664862e-05,2.72228654770429e-05,1.68845430980314e-05,2.04459776416529e-05,0.000789301731778988,0.00109030977403865,0.0,5.3486643944205605e-05,3.21383081704895e-05,5.07589884592699e-05,0.0,0.00074156839275345,7.183380998504849e-06,0.0007517033093539,0.0,1.71898570998555e-05,0.0,0.0,7.648541366171139e-06,0.0,0.0,0.0,0.0,0.0,1.00775068392406e-05,0.0,0.0,0.0,0.0,7.08107205794292e-07,4.10395782653874e-06,0.0,0.0,0.0,3.5116745607623196e-05,8.1674636689612e-06,0.0,0.0,0.0001354476734078,0.0,0.0,0.0,8.72569451413276e-06,3.67253747678556e-06,5.36322476794755e-06,7.76201621348519e-06,0.0,0.0,0.0,0.0,3.97018240851077e-06,2.52796287407803e-06,0.0,0.0,0.0,0.0,2.12756646046675e-05,9.222445580278889e-06,0.0,0.0
0.0,0.0,0.0,K00061(retinol_dehydrogenase),0.728,2.2183797519517798e-07,0.0,0.0,0.0,0.0,6.356813599977761e-07,2.69219618213884e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.004875311958309e-07,0.0,0.0,1.36959990069942e-06,0.0,0.0,0.0
