CD_HE_median_ratio,KEGG_names,LS_HE_median_ratio,UC_HE_median_ratio
1.90407356662,K00457(4-hydroxyphenylpyruvate_dioxygenase),2.23462201827,4.54244026585e-05
1.0,K00660(chalcone_synthase),1.0,1.0
3.22894336156,K00821(acetylornithine/N-succinyldiaminopimelate_aminotransferase),3.58319713143,0.531882471228
1.71900622333,K00868(pyridoxine_kinase),1.49972234022,0.809106142192
4618.80767154,K00883(2-dehydro-3-deoxygalactonokinase),40268.4723481,6389.83589612
1.0,K00902(dolichol_kinase),1.0,1.0
1.0,K00923(phosphatidylinositol-4-phosphate_3-kinase),1.0,1.0
0.966576177124,K00931(glutamate_5-kinase),1.03691545855,1.01069556563
0.340755392208,K01060(cephalosporin-C_deacetylase),0.167351824898,1.03121674707
1.0,K01169(ribonuclease_I_(enterobacter_ribonuclease)),16506.9680061,13664.9425484
0.263717772655,K01186(sialidase-1),0.3864277844,0.682439591502
0.11750635507,K01212(levanase),0.318864972981,1.75353572563
0.00580923348244,K01219(agarase),0.150980547944,1.73583267101
17.2071053335,K01222(6-phospho-beta-glucosidase),15.1101618854,16.067756169
9.31982902177e-05,K01236(maltooligosyltrehalose_trehalohydrolase),0.113025019286,2.37154334456
42021.6060117,K01281(X-Pro_dipeptidyl-peptidase),10321.3107136,1.0
1.0,K01288(carboxypeptidase_D),1.0,1.0
0.0291938348227,K01303(acylaminoacyl-peptidase),0.207293181789,0.839163415558
0.000730505082885,K01360(proprotein_convertase_subtilisin/kexin_type_2),0.220961110236,0.000730505082885
1.0,K01381(saccharopepsin),1.0,1.0
1.0,"K01395(meprin_A,_alpha)",1.0,1.0
1.0,K01404(leishmanolysin),1.0,1.0
0.0913980167781,K01407(protease_III),109.14019143,27.4615240732
0.122954798931,K01425(glutaminase),0.420883589309,1.09156447238
7.84492937548,K01428(urease_subunit_alpha),2.24508063552,1.11488616281
6.70732117704,K01466(allantoinase),10.8162408385,17.9094325513
1.0,K01490(AMP_deaminase),1.0,1.0
1.0,K01526(guanosine-diphosphatase),1.0,1.0
3.38997581256e-06,K01565(N-sulfoglucosamine_sulfohydrolase),0.126711787904,1.63590520475
0.221306035424,K01580(glutamate_decarboxylase),0.493766187305,1.16135334468
1.0,K01617(4-oxalocrotonate_decarboxylase),4331.15281329,1.0
1.0,K01656(anthranilate_synthase_/_indole-3-glycerol_phosphate_synthase),134.793469452,1.0
3.41302668195,K01692(enoyl-CoA_hydratase),5.46792761203,10.2051708283
1.51851832689,K01704(3-isopropylmalate/(R)-2-methylmalate_dehydratase_small_subunit),1.42461795645,0.619197478128
5.63414162244,K01706(glucarate_dehydratase),32.8244453353,8.94081416491
0.568094653144,"K01710(dTDP-glucose_4,6-dehydratase)",0.618052365317,0.976703528595
3.30355445841,K01761(methionine-gamma-lyase),3.88185676439,0.550783996645
0.294563701776,K01791(UDP-N-acetylglucosamine_2-epimerase),0.47547417582,0.70776676477
1.0,K01837(bisphosphoglycerate_mutase),1.0,1.0
0.975663830702,K01868(threonyl-tRNA_synthetase),1.06978494084,0.513229044491
0.937081639047,K01869(leucyl-tRNA_synthetase),1.02659737967,0.821137638495
1.11140213675,K01883(cysteinyl-tRNA_synthetase),1.08194445377,0.786284448543
0.909822697242,K01885(glutamyl-tRNA_synthetase),1.1277587824,0.686345633243
22.3501565703,K01922(phosphopantothenate-cysteine_ligase),53.6080559656,0.00452762628664
1.31345829818,K01923(phosphoribosylaminoimidazole-succinocarboxamide_synthase),1.09864413807,0.518358278163
1.09650522209,K01950(NAD+_synthase_(glutamine-hydrolysing)),1.13500726814,0.527203616537
1.0,K01973(DNA_ligase_(NAD+)),1.0,1.0
3.36466049992,K01997(branched-chain_amino_acid_transport_system_permease_protein),3.36617118704,0.842417102214
4.79515287226,K02033(peptide/nickel_transport_system_permease_protein),3.68811669752,0.763580450485
2.38856685541,K02047(sulfate_transport_system_permease_protein),5.1474162677,1.44638742397
0.918420061273,K02069(putative_ABC_transport_system_permease_protein),0.539134854842,1.5379777744
0.68158194109,K02078(acyl_carrier_protein),0.917598361107,0.568741277446
3.35421967893,K02086(DNA_replication_protein),1.99789009419,0.966391666169
1.0,K02089(cyclin-dependent_kinase_4),1.0,1.0
1.18717284182,"K02099(AraC_family_transcriptional_regulator,_arabinose_operon_regulatoryprotein)",1.13325097746,0.906772666971
