CD_HE_median_ratio,KEGG_names,LS_HE_median_ratio,UC_HE_median_ratio
1535.32170526199,K00163(pyruvate_dehydrogenase_E1_component),146556.10610961498,44336.761247485396
1.203659918571689,"K00172(pyruvate_ferredoxin_oxidoreductase,_gamma_subunit)",3.49214235048668,6.639847001341359e-06
1.0,K00242(succinate_dehydrogenase_hydrophobic_membrane_anchor_protein),102440.772634172,16299.1381863794
1.0,K00246(fumarate_reductase_subunit_C),148282.01737686296,21545.779770261295
1.0,K00247(fumarate_reductase_subunit_D),164789.331916376,1.0
6.5723130650846745e-06,K00346(Na+-transporting_NADH:ubiquinone_oxidoreductase_subunit_A),0.09635978628916288,0.23285522296789635
6.459801064280097e-06,K00347(Na+-transporting_NADH:ubiquinone_oxidoreductase_subunit_B),0.24497730630392822,0.1195923517647525
5.804265839437843e-06,K00349(Na+-transporting_NADH:ubiquinone_oxidoreductase_subunit_D),0.14718202963772795,0.21976793896414135
93485.863465392,K00632(acetyl-CoA_acyltransferase),367933.040847821,286893.5663468975
3.780429519783123e-06,K00693(glycogen(starch)_synthase),0.048553397946630564,0.44968513259322684
5.871794151842443e-06,K00718(galactoside_2-L-fucosyltransferase_1/2),0.13273532205382527,2.2796263789497266
39753.7097803727,K00867(type_I_pantothenate_kinase),28159.031089398697,125965.00611434648
0.23864918789960854,K01084(glucose-6-phosphatase),0.7120641766206085,8.812909032844649e-06
1.2919908112232157e-06,K01132(N-acetylgalactosamine-6-sulfatase),0.17094853456684467,0.8458923486213386
4.5485644356780226e-06,K01277(dipeptidyl-peptidase_III),0.07214470727316491,0.6923336606656233
7.635459532645006e-06,K01282(dipeptidyl_aminopeptidase),0.08541659746003855,0.20635345600486563
127349.12744432398,K01539(sodium/potassium-transporting_ATPase_subunit_alpha),18548.3006319147,1.0
6.563149638908182e-06,K01557(acylpyruvate_hydrolase),0.258903253466314,1.0346587365263802
3.3899758125642837e-06,K01565(N-sulfoglucosamine_sulfohydrolase),0.12671178790410317,1.635905204745255
4.899052271131766e-06,"K01573(oxaloacetate_decarboxylase,_gamma_subunit)",0.05927111704519616,1.2807601004091902
193204.94952331096,K01593(aromatic-L-amino-acid_decarboxylase),701.157668380811,23837.66629636815
670145.977633799,K01595(phosphoenolpyruvate_carboxylase),196716.60257654096,74246.0419115972
584.2439208238779,K01782(3-hydroxyacyl-CoA_dehydrogenase_/_enoyl-CoA_hydratase_/3-hydroxybutyryl-CoA_epimerase),222195.071134398,39702.824432955356
999.1669803230591,K01825(3-hydroxyacyl-CoA_dehydrogenase_/_enoyl-CoA_hydratase_/3-hydroxybutyryl-CoA_epimerase_/_enoyl-CoA_isomerase_[EC:1.1.1.354.2.1.17_5.1.2.3_5.3.3.8]),372875.233902669,132794.21418015196
8.232400673078061e-06,K01860(chloromuconate_cycloisomerase),0.6225786931686311,0.7205469799013619
1.0,K02339(DNA_polymerase_III_subunit_chi),118054.721170622,29520.49900018405
1.0,K02344(DNA_polymerase_III_subunit_psi),145754.69221671496,1.0
1.0,K02345(DNA_polymerase_III_subunit_theta),93972.09765471991,194238.44383767023
282581.062581054,"K02773(PTS_system,_galactitol-specific_IIA_component)",163813.31883605098,60423.38089089689
197725.17246830196,"K02774(PTS_system,_galactitol-specific_IIB_component)",168924.28843463896,116697.21235035405
139519.35369437898,"K02781(PTS_system,_glucitol/sorbitol-specific_IIA_component)",80914.22288413499,25078.813990029896
128809.659890208,"K02822(PTS_system,_ascorbate-specific_IIB_component)",185475.59009114897,68173.53065709074
6.132181228308929e-06,K03113(translation_initiation_factor_eIF-1),0.21753333775096223,1.2005070436658223
7.1643356153871376e-06,K03354(anaphase-promoting_complex_subunit_7),0.08286759347256828,7.1643356153871376e-06
0.5767957571843045,K03465(thymidylate_synthase_(FAD)),0.9479213030277194,2.5081837223952997e-06
7.550261026396963e-06,K03634(outer_membrane_lipoprotein_carrier_protein),0.24211616135019318,0.8630941948832836
101895.960750876,K03647(protein_involved_in_ribonucleotide_reduction),36034.920870643604,1883.9914200935798
1.0,K03782(catalase/peroxidase),103749.977253833,72702.77491933545
7.714466864193158e-06,K03940(NADH_dehydrogenase_(ubiquinone)_Fe-S_protein_7),0.07539047999042905,1.2057706931181922
9.61668326966367e-06,K05576(NADH_dehydrogenase_I_subunit_4L),0.10429333299087952,0.38322737694291437
9.043347901120408e-06,K07102(lipopolysaccharide_export_system_permease_protein),0.11672213853782748,0.8085361291034757
5.569110088146347e-07,K07165(transmembrane_sensor),0.04764525578945731,0.8340622994802045
4.976842057807462e-06,K07221(outer_membrane_porin),0.08112655414702319,0.6643233486508924
3.7231838420492425e-06,"K07239(heavy-metal_exporter,_HME_family)",0.11537657023706112,0.8944122469510087
1.0,K07345(major_type_1_subunit_fimbrin_(pilin)),231831.30883446697,190433.48980474097
1.0,K07346(fimbrial_chaperone_protein),192647.47299517196,137868.72679322297
3969.32560445092,K07347(outer_membrane_usher_protein),222352.563134281,164402.465171603
5.451182012006729e-06,K07405(alpha-amylase),0.09021391766782254,0.38979907690881405
6359.154815499269,K07480(insertion_element_IS1_protein_InsB),2579.265332382,158132.72493223147
4.079021697590562e-06,"K08082(two-component_system,_LytT_family,_sensor_histidine_kinase_AlgZ)",0.12010015350874091,0.9088260269393256
114720.16122393998,"K08168(MFS_transporter,_DHA2_family,_metal-tetracycline-proton_antiporter)",5427.77592661824,2392.98477538065
6.537823051519903e-06,K09011(D-citramalate_synthase),0.12825671502843172,0.37441595761956253
9.098043096676227e-06,K09797(hypothetical_protein),0.11251734910843918,0.28045181992407986
7.191401980371133e-06,K09922(hypothetical_protein),0.11849441739957872,0.5594460836909131
3.3936038793763365e-06,K10532(heparan-alpha-glucosaminide_N-acetyltransferase),0.14155840087745503,1.4237171241712425
1.0,K11258(acetolactate_synthase_II_small_subunit),134486.17995662897,43138.52065863085
6.947382667399584e-06,K11934(outer_membrane_protein_X),0.3396124638106463,0.2882638709074574
5.880657680565086e-06,K12309(beta-galactosidase),0.4616767428581119,1.22047613835556
8.543799420544459e-06,K12343(3-oxo-5-alpha-steroid_4-dehydrogenase_1),0.10818854137317069,0.6367351000673065
4.70797597069703e-06,K12344(3-oxo-5-alpha-steroid_4-dehydrogenase_2),0.10677115218295534,0.7808924637356963
142403.460561781,K12554(alanine_adding_enzyme),11350.931834429499,1.0
6.5999674976626166e-06,K13043(N-succinyl-L-ornithine_transcarbamylase),0.1416508461954467,0.9317196204191944
9.448552764969703e-06,K13195(cold-inducible_RNA-binding_protein),0.06701120180914441,0.7839929538537064
7.294038894487549e-06,K13444(sulfatase_modifying_factor_1),0.2911318600544071,0.28243005974044394
9938.13802044907,K14052(putrescine_importer),51890.044424721396,107625.89493103085
7.33617428607748e-06,K15721(),0.16026424552793295,0.5307591503024786
3.4270494541324285e-06,K15725(),0.12401035015761652,0.7704524615263219
