CD_HE_mean_ratio,KEGG_names,LS_HE_mean_ratio,UC_HE_mean_ratio
12919.65415894918,K00054(hydroxymethylglutaryl-CoA_reductase),1470.2434079945656,1.6205523339666577
0.3774059468608701,K00082(5-amino-6-(5-phosphoribosylamino)uracil_reductase),1.8195593935131193,8.855056734754833e-05
2.865533097081307,"K00125(formate_dehydrogenase,_beta_subunit)",9.979127674386055,8.847208046573809e-05
14.736906585593198,K00137(aminobutyraldehyde_dehydrogenase),13960.898117875266,1659.9811753635652
197.66192347964991,K00163(pyruvate_dehydrogenase_E1_component),47601.13267387695,794.7953286441564
12.91804436470297,K00242(succinate_dehydrogenase_hydrophobic_membrane_anchor_protein),33383.527811434986,154.65668172408448
11.24721757142952,K00247(fumarate_reductase_subunit_D),39069.12375064687,24.28081126584884
30.572469534059355,K00363(nitrite_reductase_(NAD(P)H)_small_subunit),13621.329953919378,1114.6642573563195
290.832467249866,K00494(alkanal_monooxygenase_(FMN-linked)),10640.50674656133,2664.0507841423673
22.626769605295983,K00631(glycerol-3-phosphate_O-acyltransferase),15175.090698697031,95.45202780862725
579.8215258829349,K00632(acetyl-CoA_acyltransferase),17134.751433041,15747.055185522242
0.0001346496011175572,K00717(glycoprotein_6-alpha-L-fucosyltransferase),0.17309754072682254,2.336494756180963e-05
13474.787118536386,K00867(type_I_pantothenate_kinase),9300.63316604085,30068.884381152966
18799.823511386265,K00869(mevalonate_kinase),9153.42187939221,0.32694244810086415
11.629993403574131,K00906(isocitrate_dehydrogenase_kinase/phosphatase),10850.143728826293,92.98344356608075
25755.503557934637,K00938(phosphomevalonate_kinase),3265.178940307402,3.501535448562852
0.15145230639562898,K01084(glucose-6-phosphatase),2.488181318330772,3.38624301424718e-05
9.2669494711342e-05,K01132(N-acetylgalactosamine-6-sulfatase),0.22018265854094077,0.11353305700942751
4.610682108028692e-05,K01364(streptopain),0.31258594499904896,0.13439256954411286
20.953231919516384,K01521(CDP-diacylglycerol_pyrophosphatase),10884.139762318691,99.45112860853202
18267.7133860897,K01595(phosphoenolpyruvate_carboxylase),6337.620704942998,81.31535967932756
37.099359011110565,K01638(malate_synthase),33460.44440902986,1624.68479249157
34582.912084964555,K01641(hydroxymethylglutaryl-CoA_synthase),13989.41601803065,1.3464123640639878
12826.11774125553,K01674(carbonic_anhydrase),2183.937245892273,0.7984864801224586
34.52342775610689,K01682(aconitate_hydratase_2),27173.75760614525,141.10233569588115
19.258601723828747,K01782(3-hydroxyacyl-CoA_dehydrogenase_/_enoyl-CoA_hydratase_/3-hydroxybutyryl-CoA_epimerase),18171.42199794116,49.12274355848744
4.031098350881098e-05,K01822(steroid_delta-isomerase),0.007008950614083437,0.0039836298719293515
109.27605068840818,K01825(3-hydroxyacyl-CoA_dehydrogenase_/_enoyl-CoA_hydratase_/3-hydroxybutyryl-CoA_epimerase_/_enoyl-CoA_isomerase_[EC:1.1.1.354.2.1.17_5.1.2.3_5.3.3.8]),111698.78551595433,328.7590706030168
