CD_HE_median_ratio,KEGG_names,LS_HE_median_ratio,UC_HE_median_ratio
1.3774356196172897,K00001(alcohol_dehydrogenase),1.7855834202661205,0.9984647827227071
4.887280101570432,K00002(alcohol_dehydrogenase_(NADP+)),2.597071466566737,0.7510380930302057
4.087812886760621,K00003(homoserine_dehydrogenase),3.138586134827457,0.5788201577936829
5.447837128962482,"K00004((R,R)-butanediol_dehydrogenase_/_diacetyl_reductase)",5.358153268372942,0.838108978017045
4.884947499455926,K00005(glycerol_dehydrogenase),5.966119022873024,1.3137079737217774
1.0,K00006(glycerol-3-phosphate_dehydrogenase_(NAD+)),1.0,1.0
1.0,K00007(D-arabinitol_4-dehydrogenase),1.0,1.0
3.0715946218473924,K00008(L-iditol_2-dehydrogenase),3.3545100421930285,1.4649445599754192
49.01610531901883,K00009(mannitol-1-phosphate_5-dehydrogenase),51.25735790906976,26.29743702131994
0.5435404567460798,K00010(myo-inositol_2-dehydrogenase),0.8018050746471467,1.3956617450585318
4.607254136264223,K00011(aldehyde_reductase),1.753996237486964,2.296812559830735
0.3945209112293526,K00012(UDPglucose_6-dehydrogenase),0.5037491175925288,0.9396580606351865
1.0759237224118643,K00013(histidinol_dehydrogenase),1.2447382399882123,0.7623192285001679
1.3916437108324349,K00014(shikimate_dehydrogenase),1.4553010959592805,0.917055465551634
2.2149749678798094,K00015(glyoxylate_reductase),1.2413275165922983,0.5679071919103033
5.249118145605411,K00016(L-lactate_dehydrogenase),3.2001727459715728,0.8249070628457761
1.301053448428892,K00018(glycerate_dehydrogenase),1.0764624834326684,0.5855791605242072
1.3849076236184128,K00019(3-hydroxybutyrate_dehydrogenase),1.265933506748925,1.2293654455595588
7.85997020612764,K00020(3-hydroxyisobutyrate_dehydrogenase),3.8070380450345396,1.1726790561664886
1.0,K00021(hydroxymethylglutaryl-CoA_reductase_(NADPH)),12306.3609493538,1.0
1.0,K00022(3-hydroxyacyl-CoA_dehydrogenase),27606.854900652597,1.0
1.8902284066678514,K00023(acetoacetyl-CoA_reductase),1.8133235399227696,1.3413643956208205
0.1810665752920248,K00024(malate_dehydrogenase),0.23188519908113975,0.9689777511413276
3.0053052559238674e-05,K00025(malate_dehydrogenase),0.06840231936639066,3.0053052559238674e-05
0.0001456397198855956,K00026(malate_dehydrogenase),0.0001456397198855956,0.0001456397198855956
3.244339736980864,K00027(malate_dehydrogenase_(oxaloacetate-decarboxylating)),3.647097351580071,1.106857381592319
1.0,K00028(malate_dehydrogenase_(decarboxylating)),954.858820352126,1.0
0.006217644732988992,K00029(malate_dehydrogenase_(oxaloacetate-decarboxylating)(NADP+)),0.2997748243942658,0.6092315938841436
8.895622611027303,K00030(isocitrate_dehydrogenase_(NAD+)),19.05340648190539,1.0175017561929631
0.9292278844104672,K00031(isocitrate_dehydrogenase),1.0313747670203706,0.9164131751815867
3260.01089830798,K00032(phosphogluconate_2-dehydrogenase),993.5339728790551,1.0
0.9490006403851986,K00033(6-phosphogluconate_dehydrogenase),0.7223381186842247,1.3253622590655512
1.2287174917823032,K00034(glucose_1-dehydrogenase),1.3228518408004442,1.4961752385186664
0.0013389504931093342,K00035(D-galactose_1-dehydrogenase),0.21709188852941136,0.0013389504931093342
0.850412893022092,K00036(glucose-6-phosphate_1-dehydrogenase),0.3771156145309617,1.151309062861446
1.0,K00037(3-alpha-hydroxysteroid_dehydrogenase),1.0,1.0
1.3683009731547415,K00038(3alpha(or_20beta)-hydroxysteroid_dehydrogenase),1.387084326542298,0.7738872128801908
0.0006608520672795413,K00039(ribitol_2-dehydrogenase),2.145498154832394,0.0006608520672795413
2.2861697145029503,K00040(fructuronate_reductase),1.8381834907388837,2.204655572232203
0.3241617960479104,K00041(tagaturonate_reductase),0.4929576380836304,0.8298482948524645
3.6122688455389618,K00042(2-hydroxy-3-oxopropionate_reductase),6.343149591969189,5.800929244351073
4.327082245650162,K00043(4-hydroxybutyrate_dehydrogenase),6.898381402328742,0.8038444192830523
0.9520607302718097,K00044(estradiol_17beta-dehydrogenase),1.7246054274085103,3.173847184161845
8.214386452338353e-05,K00045(mannitol_2-dehydrogenase),0.021400781806792262,2.773560575767288
0.6464968043857626,K00046(gluconate_5-dehydrogenase),0.9030492873017223,0.7053426929111072
1.1164655366927119,K00048(lactaldehyde_reductase),1.2829250146400035,0.5516108602559789
1.0,K00049(glyoxylate_reductase_(NADP+)),275.231665025659,1.0
6.17027711829483e-05,K00050(hydroxypyruvate_reductase),6.068683217792089,0.7701372501027557
1.0,K00051(malate_dehydrogenase_(NADP+)),1.0,1.0
1.0400749806970393,K00052(3-isopropylmalate_dehydrogenase),1.2069816281128511,0.6505985903274435
1.003296229368157,K00053(ketol-acid_reductoisomerase),1.1598049779136967,0.5670999127396399
19309.3746785425,K00054(hydroxymethylglutaryl-CoA_reductase),2941.66634309124,1.0
17190.857099855497,K00055(aryl-alcohol_dehydrogenase),16885.543098031398,1.0
1.2297460873579795,K00057(glycerol-3-phosphate_dehydrogenase_(NAD(P)+)),1.0759125704340013,0.5125456351441825
1.8108247986191712,K00058(D-3-phosphoglycerate_dehydrogenase),1.5687298354930237,0.7403733218739542
1.2201712928641997,K00059(3-oxoacyl-[acyl-carrier_protein]_reductase),1.1083037941783247,0.8979737686397318
2.310256154357946,K00060(threonine_3-dehydrogenase),2.6812743721924805,1.3477057203723193
1.0,K00061(retinol_dehydrogenase),1.0,1.0
2.001928854488277e-05,K00062(D-arabinose_1-dehydrogenase),0.0763673066690085,1.672730275934768
1.0,K00063(D-arabinose_1-dehydrogenase),882.5670428397528,1.0
0.04554488070352248,K00064(D-threo-aldose_1-dehydrogenase),0.4955019554474879,1.3863617060255586
0.8886015022267209,K00065(2-deoxy-D-gluconate_3-dehydrogenase),1.1041616248611044,1.158394123363568
0.00023343004119718333,K00066(GDP-mannose_6-dehydrogenase),0.00023343004119718333,9.088931656423332
0.859401022624827,K00067(dTDP-4-dehydrorhamnose_reductase),0.9794469678861641,0.8964436254687692
4.591096301466219,K00068(sorbitol-6-phosphate_2-dehydrogenase),11.23755982749392,4.420851979938693
0.0007651937092530625,K00069(15-hydroxyprostaglandin_dehydrogenase_(NAD)),1.281117081193766,1.363173712338323
0.00112086213923638,K00070(3beta-hydroxy-delta5-steroid_dehydrogenase_/_steroid_delta-isomerase),2.3316313608689017,0.00112086213923638
1.0,K00071(11beta-hydroxysteroid_dehydrogenase),1.0,1.0
1.0,K00072(sepiapterin_reductase),1.0,1.0
8.233730962345772,K00073(ureidoglycolate_dehydrogenase),67.24750825641465,30.323637128646833
2.047735129702745,K00074(3-hydroxybutyryl-CoA_dehydrogenase),2.7174313456635923,0.9120051241620198
0.9170252248923247,K00075(UDP-N-acetylmuramate_dehydrogenase),0.9570222329662239,0.5615089509140704
2.0238468651423247,K00076(7-alpha-hydroxysteroid_dehydrogenase),2.3459871512819093,0.8849742558169597
1.2160839521651956,K00077(2-dehydropantoate_2-reductase),1.3979935325674004,1.0640558119922854
1.9244375628333172,K00078(dihydrodiol_dehydrogenase_/_D-xylose_1-dehydrogenase_(NADP)),1.3622459599622803,0.7967436119510829
1.0,K00079(carbonyl_reductase_(NADPH)),1.0,1.0
1.0,K00081(prostaglandin-E2_9-reductase),1.0,1.0
