LS_HE,CD_HE,UC_HE,important_keggs
0.23200207599652822,0.1384322447832171,0.0637121609497447,0
0.3947060390974305,0.6884283842256999,-0.059959156685815265,0
0.47695608256633815,0.6108520410409984,-0.1730773058183821,0
0.7092393633160659,0.7355871689039075,-0.012324376987473762,0
0.7559149957324283,0.688221858550157,0.18287736719396172,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.5058512403824539,0.48672501233575727,0.23020047549420297,0
1.6900127599764392,1.6897340477575924,1.4843249040260267,0
-0.11570926760403875,-0.2654072215187557,0.20915957991429898,0
0.22425074147899068,0.6628032908055043,0.42550498752192145,0
-0.31756378301082894,-0.4045690768981326,0.03734923644282628,0
0.07530006357431832,0.031142431867583892,-0.05348409591116419,0
0.14317486951520633,0.14288903703022182,0.02677481280758893,0
0.07410857724338729,0.34473003962751153,-0.18134471004549801,0
0.4853954507858036,0.7194473849237975,-0.0192157728077842,0
0.01222084722890147,0.11365608369824325,-0.16803512264049003,0
0.08263305416604994,0.140781864149877,0.1540600705079413,0
0.5608114939858633,0.894784264254137,0.1335560923518607,0
4.116551278257582,0.0,0.0,0
4.4674397165098565,0.0,0.0,0
0.23869808670326334,0.27587582729073323,0.19192535707166442,0
-0.65450508050583,-0.7428008746473218,0.05069320372462691,0
-1.1847171959084757,-4.568311881923884,-4.568311881923884,0
-3.8829155717414734,-3.8829155717414734,-3.8829155717414734,0
0.5421695134868942,0.5104874522815855,0.10847080819329463,0
3.0063360279552858,0.0,0.0,0
-0.5429830492849179,-2.2070345551341464,-0.1508385172520113,0
1.2602080681126566,0.9485496760595504,0.07189801561740473,0
-0.006361553859133063,-0.032516837721528476,0.026470678606502422,0
3.0235806309016238,3.558768505337371,0.0,0
-0.1610375067818456,-0.02337257059476824,0.18671389283940132,0
0.10173338559927647,0.08881306325942954,0.23936166348725266,0
-0.6832339345101563,-2.919378581506579,-2.919378581506579,0
-0.4433036735999475,-0.07100926474581265,0.12557116109415173,0
0.0,0.0,0.0,0
0.12232559290011698,0.13554295603044536,-0.046945521145429624,0
0.3117711369571163,-3.2260685715918633,-3.2260685715918633,0
0.24461121306052908,0.3584697568053627,0.4077201696905642,0
-0.3269685287527981,-0.48987780119698066,-0.016622331860270834,0
0.7825290614391044,0.557142746865408,0.8278784771043085,0
0.8189782689431431,0.6355637943292161,-0.03046626795638666,0
0.21691264294292875,-0.02197446996169206,0.5659658767196478,0
-1.6894432490828137,-4.131623058980852,0.5074177902623266,0
-0.06406659015313765,-0.19007273537760125,-0.08722060581619943,0
0.08842325027883827,0.0472062650626339,-0.19398807135264198,0
2.466028956836036,0.0,0.0,0
0.7633188343253668,-4.255894416208441,-0.049057561630722855,0
0.0,0.0,0.0,0
0.06192268055069421,0.01642559088124406,-0.12230791937746742,0
0.04460693673311667,0.0007901132632890847,-0.1819612645451913,0
3.495008409196168,4.331328691301693,0.0,0
4.253937227880325,4.280857735814891,0.0,0
0.01199897508689536,0.08917641186305135,-0.22588855529992677,0
0.1757701162371233,0.2572373921605931,-0.06616993252304186,0
0.024880751551234197,0.08578173843410437,0.017643047699966507,0
0.4085636716425787,0.36302142799142983,0.1939740868138804,0
0.0,0.0,0.0,0
-1.1368764463601544,-4.744752273336145,0.28780505243948246,0
2.9721423703286853,0.0,0.0,0
-0.32473281199208814,-1.3422117766129427,0.20625561928351674,0
0.023254668769224027,-0.05193204805975507,0.1282355808226501,0
-3.67803481218161,-3.67803481218161,1.022899987445038,0
-0.028797129207448653,-0.06644321037034645,0.01690232725540387,0
1.0308996897330953,0.6612820963636187,0.7098884095753906,0
0.08782897096022624,-3.162396859974824,0.1989093635436293,0
0.34791861578131117,-2.996600461139419,-2.996600461139419,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
1.8079776875159157,0.9150282504030582,1.5462350875692024,0
0.41438078558047686,0.31063489897233204,0.02437618519408945,0
-0.03885603182079894,-0.03825778984529756,-0.1862640320993495,0
0.35054811863580304,0.30553896708581213,0.011308917228400626,0
0.12572720852703637,0.0843245292251873,0.09134360132972046,0
0.11447750230375485,0.28366480069626865,-0.03430214536728418,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
-0.20756887574649951,-0.32645915611302756,-4.521196867397624,0
0.0,0.0,0.0,0
0.0,0.0,0.0,0
0.5463805095825937,-3.02076881455045,-3.02076881455045,0
0.5258583181461031,0.47719935436427785,0.08475428374211126,0
1.0177096606910052,1.1402239234150335,0.5674822120979577,0
0.08012463798028173,0.12277765674676738,-0.08928645431108356,0
0.5030596749032356,0.7221054409035439,0.8748998950849921,0
-0.1482082817392421,-0.7423341666898671,0.17401390381933807,0
1.087342875617767,0.5574278483710523,0.6853040354030608,0
0.5313813975102729,0.010816185433576197,0.09054975852124605,0
-0.3446559820036843,-0.5416830716095579,-0.12224437009828358,0
0.7505807189454046,-0.11855585087383956,0.0680325772303909,0
0.051497047406261286,0.039584352159186695,-0.07369529770602634,0
