LS_HE,CD_HE,UC_HE,specie,important_species
3.018256124144538,-1.713131519517939,0.014399485405116829,Archaea-Euryarchaeota-Methanobacteria-Methanobacteriales-Methanobacteriaceae-Methanobrevibacter-Methanobrevibacter smithii,0
0.2505065320584733,-0.01757521593160231,-0.32743369037637343,Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiales Family XI. Incertae Sedis-Parvimonas-Parvimonas micra,0
2.5038514725156977,1.6214190248552975,3.1139549179842136,Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacteriales-Enterobacteriaceae-Escherichia-Escherichia coli,0
0.16095781141731302,-0.22053512497436048,-0.4823731494364884,Bacteria-Firmicutes-Clostridia-Clostridiales-Peptostreptococcaceae-Peptostreptococcus-Peptostreptococcus stomatis,0
-0.1608569313263743,-1.8981580198303276,0.0027447314034284936,Bacteria-Fusobacteria-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium sp. 12_1B,0
-0.15873843737109347,0.38218896716429485,-0.5507932235241431,Bacteria-Firmicutes-Erysipelotrichi-Erysipelotrichales-Erysipelotrichaceae-Solobacterium-Solobacterium moorei,0
0.15087179576800186,-0.1688497722471203,-0.47707750820298744,Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiales Family XI. Incertae Sedis-Parvimonas-Parvimonas sp. oral taxon 110,0
0.053977257017535606,-0.17878077979000442,-0.40320856550035905,Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiales Family XI. Incertae Sedis-Parvimonas-Parvimonas sp. oral taxon 393,0
1.2777479791832307,-1.6138806906835013,-0.49449304524838794,Archaea-Euryarchaeota-Methanobacteria-Methanobacteriales-Methanobacteriaceae-Methanosphaera-Methanosphaera stadtmanae,0
-0.12368299961002571,-1.518561979914114,-1.703327246384923,Bacteria-Firmicutes-Negativicutes-Selenomonadales-Veillonellaceae-Dialister-Dialister invisus,0
0.5649515938615881,-0.012627345934626598,-0.4167527842989631,Bacteria-Firmicutes-Bacilli-Bacillales-none-Gemella-Gemella morbillorum,0
1.7045062720524522,0.9174683261395639,-0.7746747981443489,Bacteria-Firmicutes-Bacilli-Lactobacillales-Streptococcaceae-Streptococcus-Streptococcus thermophilus,0
2.557479853507214,1.8781898749663186,2.7998369916464694,Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacteriales-Enterobacteriaceae-Escherichia-Escherichia sp. 3_2_53FAA,0
1.5141542578197673,0.8848760814343979,-2.9563548524992305,Bacteria-Actinobacteria-Actinobacteria-Coriobacteriales-Coriobacteriaceae-Collinsella-Collinsella aerofaciens,0
1.102841257632958,-3.435852348501961,-2.0655872380886358,Bacteria-Verrucomicrobia-Verrucomicrobiae-Verrucomicrobiales-Verrucomicrobiaceae-Akkermansia-Akkermansia muciniphila,0
-0.3322310933392477,-0.23773648515099166,0.009829507414782777,Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiales Family XI. Incertae Sedis-Anaerococcus-Anaerococcus vaginalis,0
0.45921837302544954,-1.160731722121457,-1.7487054242887234,Bacteria-Firmicutes-Clostridia-Clostridiales-Ruminococcaceae-Faecalibacterium-Faecalibacterium prausnitzii,0
0.30164782277136004,0.7976042808885851,-0.37063004078170725,Bacteria-Firmicutes-Bacilli-Lactobacillales-Streptococcaceae-Streptococcus-Streptococcus anginosus,0
0.5328055462372362,-0.861243883318358,-2.0049452948642963,Bacteria-Firmicutes-Clostridia-Clostridiales-Ruminococcaceae-Subdoligranulum-Subdoligranulum variabile,0
-1.225050561913586,-1.3646760640480682,-0.3892198438153808,Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides fragilis,0
0.04131205776194707,-0.10590471569636642,0.6384143183943589,Bacteria-Proteobacteria-Betaproteobacteria-Burkholderiales-Sutterellaceae-Sutterella-Sutterella wadsworthensis,0
0.161243493247957,-1.034381765964327,-1.4079963959751212,Bacteria-Firmicutes-Negativicutes-Selenomonadales-Acidaminococcaceae-Phascolarctobacterium-Phascolarctobacterium succinatutens,0
-0.4440424605461222,0.009529752308109393,-0.04885596671286442,Bacteria-Fusobacteria-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium nucleatum,0
-0.42704574753531704,-4.074898409801027,-1.9829656025629694,Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Rikenellaceae-Alistipes-Alistipes sp. HGB5,0
-0.42653436849538007,-2.594085382907616,-1.547919963218753,Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Rikenellaceae-Alistipes-Alistipes finegoldii,0
0.48155928510865875,-0.25973513820016075,-1.10109521115189,Bacteria-Firmicutes-Clostridia-Clostridiales-Eubacteriaceae-Eubacterium-Eubacterium limosum,0
-0.8318854588525719,-1.9134004891128047,-0.9966470866918912,Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides-Bacteroides sp. 3_1_33FAA,0
1.5858832432129202,0.3287842602528079,-2.1338136888241404,Bacteria-Actinobacteria-Actinobacteria-Bifidobacteriales-Bifidobacteriaceae-Bifidobacterium-Bifidobacterium animalis,0
-0.22484695662518983,-3.6490163008652226,-1.8780694166217318,Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Rikenellaceae-Alistipes-Alistipes shahii,0
0.6158109770054118,0.6854795819594879,-0.5155989886617038,Bacteria-Firmicutes-Clostridia-Clostridiales-Lachnospiraceae-none-Lachnospiraceae bacterium 5_1_57FAA,0
0.87987747943804,2.58743524708047,-1.1122741856603033,Bacteria-Actinobacteria-Actinobacteria-Bifidobacteriales-Bifidobacteriaceae-Bifidobacterium-Bifidobacterium longum,0
0.47614998872072833,0.39591450371062814,-0.5491807497327494,Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-Clostridium scindens,0
0.36555771083454003,1.195287381233629,-1.0930144878434038,Bacteria-Firmicutes-Clostridia-Clostridiales-Ruminococcaceae-Ruminococcus-Ruminococcus sp. 5_1_39BFAA,0
0.8848042856398275,2.1591469482937664,0.24369549397590054,Bacteria-Firmicutes-Bacilli-Lactobacillales-Streptococcaceae-Streptococcus-Streptococcus salivarius,0
0.9006242602936867,0.2529260591567363,-0.6143679896912534,Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-Clostridium sp. SS2/1,0
0.9533888166937984,0.4200683022435198,-0.6709793983039607,Bacteria-Firmicutes-Clostridia-Clostridiales-Lachnospiraceae-none-Lachnospiraceae bacterium 5_1_63FAA,0
0.3850210806250233,-0.6203563258354031,-1.3816360255018627,Bacteria-Firmicutes-Clostridia-Clostridiales-Ruminococcaceae-none-Ruminococcaceae bacterium D16,0
-0.2403227773329274,-1.9525514411451481,0.2255926000380344,Bacteria-Fusobacteria-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium varium,0
